student_id,day,1st_preference,2nd_preference,3rd_preference,priority
S517,wed,Swimming,Art,SpanishClub,medium
S517,thu,Storytelling,DigitalMarketing,Zumba,medium
S518,mon,Entrepreneurship,Breakdancing,ChessClub,medium
S518,tue,SpanishClub,PuzzleSolving,SurvivalSkills,medium
S518,wed,Animation,mediumDPrinting,Storytelling,medium
S518,thu,DigitalMarketing,Painting,Photography,medium
S519,mon,ChessClub,Singing,Art,medium
S519,tue,SpanishClub,Theater,FirstAid,medium
S519,wed,ScienceClub,Painting,BoardGames,medium
S519,thu,Soccer,DronePiloting,BiologyResearch,medium
S520,mon,CreativeArts,Parkour,Pottery,medium
S520,tue,SelfDefense,Soccer,WebDevelopment,medium
S520,wed,PuzzleSolving,SocialMediaMarketing,DronePiloting,medium
S520,thu,UXDesign,Dance,Weightlifting,medium
S521,mon,UIDesign,Mindfulness,Photography,medium
S521,tue,Pottery,UXDesign,BiologyResearch,medium
S521,wed,CostumeDesign,ClimateChange,RoboticsClub,medium
S521,thu,UXDesign,Origami,Tennis,medium
S522,mon,Skating,Coding,CostumeDesign,medium
S522,tue,SoundEngineering,Volleyball,Singing,medium
S522,wed,Coding,LeadershipWorkshop,SocialMediaMarketing,medium
S522,thu,mediumDPrinting,CreativeWriting,Parkour,medium
S523,mon,WildlifeConservation,Dance,Swimming,medium
S523,tue,SpanishClub,ChessClub,Mindfulness,medium
S523,wed,SoundEngineering,Animation,Breakdancing,medium
S523,thu,FilmProduction,Breakdancing,PublicSpeaking,medium
S524,mon,SurvivalSkills,CodingBootcamp,Music,medium
S524,tue,ClimateChange,CreativeWriting,UIDesign,medium
S524,wed,Hockey,DJing,LeadershipWorkshop,medium
S524,thu,ScienceClub,SurvivalSkills,Astronomy,medium
S525,mon,Pottery,CyberSecurity,Art,medium
S525,tue,Weightlifting,DigitalMarketing,Pottery,medium
S525,wed,BoardGames,Photography,SpaceExploration,medium
S525,thu,DJing,Pottery,Art,medium
S526,mon,BoardGames,AIClub,Origami,medium
S526,tue,PuzzleSolving,SoundEngineering,RoboticsClub,medium
S526,wed,Animation,ChessClub,Weightlifting,medium
S526,thu,BiologyResearch,CreativeWriting,ChemistryLab,medium
S527,mon,ClimateChange,Breakdancing,Poetry,medium
S527,tue,SocialMediaMarketing,ChessClub,Tennis,medium
S527,wed,DronePiloting,Pottery,SpanishClub,medium
S527,thu,WebDevelopment,Theater,Meditation,medium
S528,mon,Zumba,BoardGames,SocialMediaMarketing,medium
S528,tue,Breakdancing,AIClub,Cycling,medium
S528,wed,Volleyball,DataScience,WildlifeConservation,medium
S528,thu,Singing,Astronomy,ChessClub,medium
S529,mon,Breakdancing,Cycling,CreativeArts,medium
S529,tue,Cycling,Hockey,Pottery,medium
S529,wed,Animation,Robotics,ScienceClub,medium
S529,thu,Zumba,FirstAid,Astronomy,medium
S530,mon,Coding,DronePiloting,Entrepreneurship,medium
S530,tue,FirstAid,CostumeDesign,Skating,medium
S530,wed,Astronomy,UXDesign,ChessClub,medium
S530,thu,DramaClub,Photography,Skating,medium
S531,mon,Debate,PhysicsExperiments,RoboticsClub,medium
S531,tue,BoardGames,Singing,Storytelling,medium
S531,wed,SpanishClub,Entrepreneurship,mediumDPrinting,medium
S531,thu,Astronomy,LeadershipWorkshop,SocialMediaMarketing,medium
S532,mon,Hockey,SpaceExploration,Breakdancing,medium
S532,tue,UIDesign,DigitalMarketing,Football,medium
S532,wed,DJing,Pottery,Hockey,medium
S532,thu,Skating,Volleyball,AppDesign,medium
S533,mon,DataScience,Origami,ChemistryLab,medium
S533,tue,ChessClub,Photography,LeadershipWorkshop,medium
S533,wed,DataScience,UXDesign,SocialMediaMarketing,medium
S533,thu,CreativeWriting,FirstAid,CostumeDesign,medium
S534,mon,Skating,Astronomy,ClimateChange,medium
S534,tue,Theater,Zumba,Volleyball,medium
S534,wed,Singing,Coding,CyberSecurity,medium
S534,thu,CostumeDesign,Origami,FirstAid,medium
S535,mon,SelfDefense,RoboticsClub,FirstAid,medium
S535,tue,Astronomy,Swimming,Parkour,medium
S535,wed,DataScience,Meditation,PuzzleSolving,medium
S535,thu,mediumDPrinting,CodingBootcamp,Art,medium
S536,mon,Robotics,CyberSecurity,Origami,medium
S536,tue,Storytelling,CostumeDesign,ClimateChange,medium
S536,wed,SocialMediaMarketing,Robotics,WebDevelopment,medium
S536,thu,CreativeWriting,SoundEngineering,Breakdancing,medium
S537,mon,RoboticsClub,CostumeDesign,Swimming,medium
S537,tue,Breakdancing,Robotics,PublicSpeaking,medium
S537,wed,Breakdancing,Animation,UXDesign,medium
S537,thu,Poetry,PhysicsExperiments,Breakdancing,medium
S538,mon,PuzzleSolving,Poetry,CyberSecurity,medium
S538,tue,Weightlifting,Zumba,Theater,medium
S538,wed,AppDesign,CodingBootcamp,UIDesign,medium
S538,thu,CyberSecurity,BoardGames,WildlifeConservation,medium
S539,mon,UXDesign,ClimateChange,Painting,medium
S539,tue,CreativeArts,DJing,DataScience,medium
S539,wed,Weightlifting,DramaClub,Animation,medium
S539,thu,ChessClub,Storytelling,SoundEngineering,medium
S540,mon,TapDance,Chess,UXDesign,medium
S540,tue,BoardGames,Weightlifting,CostumeDesign,medium
S540,wed,ChessClub,FilmProduction,Astronomy,medium
S540,thu,Dance,FirstAid,Storytelling,medium
S541,mon,Singing,SelfDefense,Storytelling,medium
S541,tue,Cycling,Breakdancing,ChemistryLab,medium
S541,wed,Debate,Hockey,Swimming,medium
S541,thu,Debate,Swimming,Volleyball,medium
S542,mon,Singing,PublicSpeaking,Pottery,medium
S542,tue,CyberSecurity,CreativeWriting,Soccer,medium
S542,wed,SelfDefense,CodingBootcamp,DramaClub,medium
S542,thu,PhysicsExperiments,Music,Mindfulness,medium
S543,mon,Chess,Tennis,TapDance,medium
S543,tue,PuzzleSolving,Meditation,Storytelling,medium
S543,wed,Coding,SpanishClub,DronePiloting,medium
S543,thu,Photography,CreativeWriting,Chess,medium
S544,mon,ClimateChange,SpanishClub,Swimming,medium
S544,tue,Mindfulness,UXDesign,ScienceClub,medium
S544,wed,CodingBootcamp,Football,DJing,medium
S544,thu,SocialMediaMarketing,ChemistryLab,RoboticsClub,medium
S545,mon,Volleyball,ChessClub,FirstAid,medium
S545,tue,AppDesign,SelfDefense,Meditation,medium
S545,wed,Volleyball,Dance,WildlifeConservation,medium
S545,thu,Zumba,CodingBootcamp,Skating,medium
S546,mon,WebDevelopment,CreativeArts,SpaceExploration,medium
S546,tue,Singing,Astronomy,FirstAid,medium
S546,wed,Swimming,Coding,Weightlifting,medium
S546,thu,Mindfulness,Volleyball,Art,medium
S547,mon,Robotics,FirstAid,DigitalMarketing,medium
S547,tue,Football,ScienceClub,CyberSecurity,medium
S547,wed,ChessClub,FirstAid,ScienceClub,medium
S547,thu,RoboticsClub,FirstAid,DigitalMarketing,medium
S548,mon,Breakdancing,Weightlifting,Entrepreneurship,medium
S548,tue,UIDesign,TapDance,SpanishClub,medium
S548,wed,SocialMediaMarketing,UXDesign,ScienceClub,medium
S548,thu,CreativeArts,Chess,BiologyResearch,medium
S549,mon,Storytelling,CreativeArts,ChemistryLab,medium
S549,tue,PuzzleSolving,Skating,Soccer,medium
S549,wed,Photography,CreativeWriting,SurvivalSkills,medium
S549,thu,Robotics,ChessClub,SelfDefense,medium
S550,mon,SpaceExploration,Music,Coding,medium
S550,tue,ChessClub,LeadershipWorkshop,Tennis,medium
S550,wed,Zumba,Coding,UXDesign,medium
S550,thu,AppDesign,Entrepreneurship,Origami,medium
S551,mon,SoundEngineering,LeadershipWorkshop,Pottery,medium
S551,tue,WildlifeConservation,AIClub,Entrepreneurship,medium
S551,wed,AppDesign,Pottery,CreativeArts,medium
S551,thu,BoardGames,Entrepreneurship,CreativeArts,medium
S552,mon,RoboticsClub,Dance,Weightlifting,medium
S552,tue,Football,UIDesign,PhysicsExperiments,medium
S552,wed,Breakdancing,Robotics,FirstAid,medium
S552,thu,CreativeArts,PublicSpeaking,ScienceClub,medium
S553,mon,BiologyResearch,AIClub,Robotics,medium
S553,tue,Poetry,FirstAid,Skating,medium
S553,wed,BoardGames,ScienceClub,FilmProduction,medium
S553,thu,Meditation,CyberSecurity,Poetry,medium
S554,mon,ChemistryLab,CostumeDesign,FirstAid,medium
S554,tue,Soccer,Volleyball,Photography,medium
S554,wed,Swimming,CyberSecurity,BiologyResearch,medium
S554,thu,Football,ScienceClub,WebDevelopment,medium
S555,mon,Music,PublicSpeaking,SelfDefense,medium
S555,tue,PhysicsExperiments,Football,SpanishClub,medium
S555,wed,DramaClub,DJing,SoundEngineering,medium
S555,thu,MathClub,SpanishClub,Painting,medium
S556,mon,FilmProduction,ChessClub,Astronomy,medium
S556,tue,Storytelling,Painting,SelfDefense,medium
S556,wed,ChemistryLab,RoboticsClub,UIDesign,medium
S556,thu,FilmProduction,SoundEngineering,PuzzleSolving,medium
S557,mon,Art,DigitalMarketing,Chess,medium
S557,tue,DataScience,UIDesign,Animation,medium
S557,wed,ScienceClub,Chess,UIDesign,medium
S557,thu,Football,mediumDPrinting,ClimateChange,medium
S558,mon,SurvivalSkills,Debate,CyberSecurity,medium
S558,tue,BoardGames,Entrepreneurship,Robotics,medium
S558,wed,Breakdancing,Singing,Chess,medium
S558,thu,Art,ChemistryLab,ChessClub,medium
S559,mon,Astronomy,mediumDPrinting,Robotics,medium
S559,tue,Tennis,Volleyball,Robotics,medium
S559,wed,CostumeDesign,RoboticsClub,BoardGames,medium
S559,thu,Animation,MathClub,SurvivalSkills,medium
S560,mon,SpanishClub,ClimateChange,Cycling,medium
S560,tue,mediumDPrinting,SpanishClub,ChemistryLab,medium
S560,wed,CyberSecurity,RoboticsClub,Parkour,medium
S560,thu,DramaClub,Tennis,DronePiloting,medium
S561,mon,DronePiloting,Cycling,Chess,medium
S561,tue,Photography,SurvivalSkills,SocialMediaMarketing,medium
S561,wed,DronePiloting,Music,DigitalMarketing,medium
S561,thu,SoundEngineering,Dance,Swimming,medium
S562,mon,Chess,PublicSpeaking,Animation,medium
S562,tue,Soccer,ChessClub,Animation,medium
S562,wed,Coding,Robotics,BoardGames,medium
S562,thu,CostumeDesign,CyberSecurity,Cycling,medium
S563,mon,Entrepreneurship,ClimateChange,Zumba,medium
S563,tue,PublicSpeaking,Painting,CodingBootcamp,medium
S563,wed,Theater,DramaClub,SpanishClub,medium
S563,thu,BiologyResearch,ScienceClub,Weightlifting,medium
S564,mon,Zumba,Chess,LeadershipWorkshop,medium
S564,tue,Dance,DronePiloting,ClimateChange,medium
S564,wed,DramaClub,Football,ChessClub,medium
S564,thu,Music,Meditation,CostumeDesign,medium
S565,mon,mediumDPrinting,DJing,MathClub,medium
S565,tue,Swimming,CreativeArts,SoundEngineering,medium
S565,wed,FirstAid,MathClub,CreativeArts,medium
S565,thu,Astronomy,Dance,DJing,medium
S566,mon,Entrepreneurship,Animation,Soccer,medium
S566,tue,ClimateChange,Robotics,Origami,medium
S566,wed,ChemistryLab,AIClub,Music,medium
S566,thu,LeadershipWorkshop,PhysicsExperiments,Volleyball,medium
S567,mon,CreativeWriting,AppDesign,CreativeArts,medium
S567,tue,SoundEngineering,Meditation,LeadershipWorkshop,medium
S567,wed,Soccer,Mindfulness,WildlifeConservation,medium
S567,thu,Photography,Dance,ClimateChange,medium
S568,mon,UXDesign,DramaClub,SocialMediaMarketing,medium
S568,tue,Volleyball,Pottery,SpanishClub,medium
S568,wed,Coding,CreativeArts,Mindfulness,medium
S568,thu,Animation,Hockey,Cycling,medium
S569,mon,DJing,ChemistryLab,LeadershipWorkshop,medium
S569,tue,Art,ChemistryLab,Coding,medium
S569,wed,Volleyball,PhysicsExperiments,Photography,medium
S569,thu,Storytelling,Coding,Theater,medium
S570,mon,AIClub,Storytelling,CreativeArts,medium
S570,tue,PhysicsExperiments,LeadershipWorkshop,CreativeArts,medium
S570,wed,WebDevelopment,SocialMediaMarketing,Cycling,medium
S570,thu,mediumDPrinting,Cycling,Football,medium
S571,mon,SoundEngineering,DronePiloting,BiologyResearch,medium
S571,tue,PublicSpeaking,Astronomy,Football,medium
S571,wed,mediumDPrinting,CyberSecurity,Skating,medium
S571,thu,CreativeWriting,DronePiloting,Robotics,medium
S572,mon,Soccer,SelfDefense,Chess,medium
S572,tue,BoardGames,ChessClub,SpanishClub,medium
S572,wed,ChemistryLab,DronePiloting,Breakdancing,medium
S572,thu,Debate,PuzzleSolving,Origami,medium
S573,mon,Parkour,Zumba,FirstAid,medium
S573,tue,Entrepreneurship,Mindfulness,Weightlifting,medium
S573,wed,PublicSpeaking,Astronomy,Painting,medium
S573,thu,Weightlifting,SpanishClub,RoboticsClub,medium
S574,mon,Art,WebDevelopment,Painting,medium
S574,tue,WebDevelopment,FirstAid,Photography,medium
S574,wed,mediumDPrinting,WildlifeConservation,Debate,medium
S574,thu,Volleyball,CyberSecurity,Weightlifting,medium
S575,mon,Pottery,CyberSecurity,Hockey,medium
S575,tue,WildlifeConservation,DataScience,SoundEngineering,medium
S575,wed,ChessClub,Breakdancing,SelfDefense,medium
S575,thu,FilmProduction,WildlifeConservation,PuzzleSolving,medium
S576,mon,SelfDefense,Origami,WebDevelopment,medium
S576,tue,UIDesign,FirstAid,ChessClub,medium
S576,wed,Breakdancing,Cycling,FilmProduction,medium
S576,thu,ChessClub,ClimateChange,Art,medium
S577,mon,Pottery,PhysicsExperiments,Coding,medium
S577,tue,Football,Weightlifting,PuzzleSolving,medium
S577,wed,CreativeWriting,PhysicsExperiments,FilmProduction,medium
S577,thu,Meditation,ChessClub,DronePiloting,medium
S578,mon,DigitalMarketing,Parkour,Singing,medium
S578,tue,Volleyball,Cycling,Chess,medium
S578,wed,BiologyResearch,SocialMediaMarketing,mediumDPrinting,medium
S578,thu,Music,UIDesign,AppDesign,medium
S579,mon,Weightlifting,UIDesign,Skating,medium
S579,tue,Storytelling,DataScience,Tennis,medium
S579,wed,SpanishClub,Music,Soccer,medium
S579,thu,mediumDPrinting,Tennis,Parkour,medium
S580,mon,Weightlifting,DramaClub,Robotics,medium
S580,tue,CyberSecurity,Meditation,Debate,medium
S580,wed,Tennis,MathClub,Storytelling,medium
S580,thu,Music,Cycling,Breakdancing,medium
S581,mon,UIDesign,Singing,CyberSecurity,medium
S581,tue,CostumeDesign,Astronomy,Cycling,medium
S581,wed,Entrepreneurship,Poetry,Storytelling,medium
S581,thu,FilmProduction,ChemistryLab,DataScience,medium
S582,mon,DataScience,Soccer,Skating,medium
S582,tue,DataScience,UIDesign,UXDesign,medium
S582,wed,AppDesign,DramaClub,TapDance,medium
S582,thu,ScienceClub,Breakdancing,LeadershipWorkshop,medium
S583,mon,SurvivalSkills,Coding,CreativeWriting,medium
S583,tue,PhysicsExperiments,WildlifeConservation,Football,medium
S583,wed,Dance,SelfDefense,Music,medium
S583,thu,CostumeDesign,SoundEngineering,BiologyResearch,medium
S584,mon,SurvivalSkills,Cycling,SpaceExploration,medium
S584,tue,Dance,AppDesign,Zumba,medium
S584,wed,AppDesign,Storytelling,SpanishClub,medium
S584,thu,Music,Robotics,Soccer,medium
S585,mon,ChemistryLab,CodingBootcamp,mediumDPrinting,medium
S585,tue,Pottery,BoardGames,UXDesign,medium
S585,wed,CostumeDesign,ScienceClub,Art,medium
S585,thu,Volleyball,Painting,SpanishClub,medium
S586,mon,SoundEngineering,Meditation,Mindfulness,medium
S586,tue,Soccer,SoundEngineering,Theater,medium
S586,wed,CreativeArts,Chess,Soccer,medium
S586,thu,SurvivalSkills,mediumDPrinting,DronePiloting,medium
S587,mon,PhysicsExperiments,CodingBootcamp,Volleyball,medium
S587,tue,Origami,mediumDPrinting,CreativeArts,medium
S587,wed,CyberSecurity,Photography,CreativeWriting,medium
S587,thu,SurvivalSkills,DJing,Painting,medium
S588,mon,Weightlifting,SelfDefense,Mindfulness,medium
S588,tue,Coding,CodingBootcamp,Theater,medium
S588,wed,Hockey,Swimming,AppDesign,medium
S588,thu,CreativeWriting,FirstAid,SpaceExploration,medium
S589,mon,CreativeWriting,SpaceExploration,UXDesign,medium
S589,tue,Cycling,DigitalMarketing,Soccer,medium
S589,wed,PhysicsExperiments,Chess,Pottery,medium
S589,thu,CreativeArts,AppDesign,PublicSpeaking,medium
S590,mon,TapDance,Music,DataScience,medium
S590,tue,ChessClub,Mindfulness,Photography,medium
S590,wed,Meditation,CostumeDesign,UXDesign,medium
S590,thu,Entrepreneurship,Football,Skating,medium
S591,mon,Volleyball,Coding,Debate,medium
S591,tue,CyberSecurity,SpanishClub,BiologyResearch,medium
S591,wed,CodingBootcamp,mediumDPrinting,SelfDefense,medium
S591,thu,Coding,ClimateChange,Debate,medium
S592,mon,SurvivalSkills,RoboticsClub,CyberSecurity,medium
S592,tue,Weightlifting,Debate,SpanishClub,medium
S592,wed,Music,CyberSecurity,Animation,medium
S592,thu,Storytelling,SoundEngineering,WildlifeConservation,medium
S593,mon,DataScience,Soccer,LeadershipWorkshop,medium
S593,tue,DataScience,mediumDPrinting,LeadershipWorkshop,medium
S593,wed,CreativeWriting,Tennis,SoundEngineering,medium
S593,thu,FilmProduction,Storytelling,Photography,medium
S594,mon,UIDesign,Tennis,CostumeDesign,medium
S594,tue,SocialMediaMarketing,Soccer,Mindfulness,medium
S594,wed,Storytelling,Tennis,Robotics,medium
S594,thu,WebDevelopment,Music,DataScience,medium
S595,mon,FirstAid,DronePiloting,Poetry,medium
S595,tue,DronePiloting,Storytelling,DataScience,medium
S595,wed,Photography,Hockey,Tennis,medium
S595,thu,mediumDPrinting,FirstAid,Photography,medium
S596,mon,WebDevelopment,Hockey,LeadershipWorkshop,medium
S596,tue,CostumeDesign,ScienceClub,CreativeWriting,medium
S596,wed,ChemistryLab,BiologyResearch,DramaClub,medium
S596,thu,Dance,Soccer,Poetry,medium
S597,mon,Meditation,SpaceExploration,Football,medium
S597,tue,Swimming,DronePiloting,Singing,medium
S597,wed,Entrepreneurship,ChessClub,Breakdancing,medium
S597,thu,FilmProduction,Dance,AIClub,medium
S598,mon,TapDance,SocialMediaMarketing,BoardGames,medium
S598,tue,Meditation,AppDesign,RoboticsClub,medium
S598,wed,DramaClub,Painting,mediumDPrinting,medium
S598,thu,UIDesign,DigitalMarketing,SurvivalSkills,medium
S599,mon,Chess,RoboticsClub,CodingBootcamp,medium
S599,tue,WebDevelopment,ChemistryLab,Poetry,medium
S599,wed,SoundEngineering,Photography,DramaClub,medium
S599,thu,RoboticsClub,Origami,PhysicsExperiments,medium
S600,mon,PublicSpeaking,Pottery,Dance,medium
S600,tue,MathClub,DigitalMarketing,Entrepreneurship,medium
S600,wed,MathClub,Debate,Painting,medium
S600,thu,ClimateChange,Robotics,FilmProduction,medium
S601,mon,SurvivalSkills,Zumba,Swimming,medium
S601,tue,Entrepreneurship,SurvivalSkills,Art,medium
S601,wed,Volleyball,PuzzleSolving,Pottery,medium
S601,thu,ChessClub,SoundEngineering,AppDesign,medium
S602,mon,DronePiloting,WildlifeConservation,SoundEngineering,medium
S602,tue,LeadershipWorkshop,Entrepreneurship,DronePiloting,medium
S602,wed,Breakdancing,Hockey,BoardGames,medium
S602,thu,UIDesign,PuzzleSolving,SpanishClub,medium
S603,mon,Meditation,Origami,Mindfulness,medium
S603,tue,UIDesign,Poetry,BoardGames,medium
S603,wed,Zumba,CreativeWriting,Tennis,medium
S603,thu,SelfDefense,Music,BoardGames,medium
S604,mon,DJing,Painting,Entrepreneurship,medium
S604,tue,Dance,Storytelling,WildlifeConservation,medium
S604,wed,SurvivalSkills,mediumDPrinting,FirstAid,medium
S604,thu,RoboticsClub,Entrepreneurship,CreativeWriting,medium
S605,mon,PhysicsExperiments,DataScience,Photography,medium
S605,tue,Breakdancing,SelfDefense,Parkour,medium
S605,wed,PuzzleSolving,Robotics,PhysicsExperiments,medium
S605,thu,Football,mediumDPrinting,Tennis,medium
S606,mon,CodingBootcamp,Mindfulness,DramaClub,medium
S606,tue,Swimming,Breakdancing,ClimateChange,medium
S606,wed,CostumeDesign,ClimateChange,Chess,medium
S606,thu,Origami,Weightlifting,Zumba,medium
S607,mon,CodingBootcamp,Weightlifting,CreativeArts,medium
S607,tue,Pottery,Coding,Theater,medium
S607,wed,CyberSecurity,Animation,AIClub,medium
S607,thu,Volleyball,Skating,SpaceExploration,medium
S608,mon,ChessClub,Animation,UXDesign,medium
S608,tue,Hockey,Pottery,PhysicsExperiments,medium
S608,wed,TapDance,Volleyball,Photography,medium
S608,thu,Origami,FilmProduction,Entrepreneurship,medium
S609,mon,SoundEngineering,ClimateChange,Entrepreneurship,medium
S609,tue,SpanishClub,Art,Debate,medium
S609,wed,Dance,Debate,SelfDefense,medium
S609,thu,Volleyball,ClimateChange,AppDesign,medium
S610,mon,SoundEngineering,AppDesign,Zumba,medium
S610,tue,RoboticsClub,SocialMediaMarketing,Swimming,medium
S610,wed,Pottery,TapDance,Animation,medium
S610,thu,ChemistryLab,DigitalMarketing,AppDesign,medium
S611,mon,WildlifeConservation,UXDesign,Volleyball,medium
S611,tue,Music,DronePiloting,Debate,medium
S611,wed,MathClub,SpanishClub,Zumba,medium
S611,thu,ClimateChange,RoboticsClub,Tennis,medium
S612,mon,Pottery,CodingBootcamp,ScienceClub,medium
S612,tue,Storytelling,FilmProduction,Theater,medium
S612,wed,Meditation,AIClub,Photography,medium
S612,thu,AIClub,PhysicsExperiments,Mindfulness,medium
S613,mon,Zumba,AppDesign,Poetry,medium
S613,tue,Astronomy,Tennis,Animation,medium
S613,wed,Breakdancing,SurvivalSkills,PuzzleSolving,medium
S613,thu,PuzzleSolving,ClimateChange,Dance,medium
S614,mon,Dance,Debate,Zumba,medium
S614,tue,Storytelling,DJing,Skating,medium
S614,wed,SoundEngineering,Skating,DigitalMarketing,medium
S614,thu,Music,FilmProduction,Dance,medium
S615,mon,Breakdancing,TapDance,Storytelling,medium
S615,tue,TapDance,DramaClub,SelfDefense,medium
S615,wed,Hockey,FilmProduction,Singing,medium
S615,thu,Dance,Tennis,Theater,medium
S616,mon,Zumba,AppDesign,SurvivalSkills,medium
S616,tue,Theater,SocialMediaMarketing,Volleyball,medium
S616,wed,FilmProduction,Cycling,PuzzleSolving,medium
S616,thu,ScienceClub,Origami,DronePiloting,medium
S617,mon,Weightlifting,AIClub,CyberSecurity,medium
S617,tue,Chess,Astronomy,Singing,medium
S617,wed,mediumDPrinting,Poetry,BoardGames,medium
S617,thu,CyberSecurity,DronePiloting,Entrepreneurship,medium
S618,mon,Mindfulness,FilmProduction,Theater,medium
S618,tue,PuzzleSolving,UXDesign,ScienceClub,medium
S618,wed,mediumDPrinting,Volleyball,ChessClub,medium
S618,thu,LeadershipWorkshop,CyberSecurity,Cycling,medium
S619,mon,Chess,MathClub,Cycling,medium
S619,tue,Soccer,CreativeArts,DramaClub,medium
S619,wed,BiologyResearch,Poetry,UXDesign,medium
S619,thu,Poetry,Animation,Weightlifting,medium
S620,mon,SocialMediaMarketing,MathClub,ChemistryLab,medium
S620,tue,Zumba,RoboticsClub,DJing,medium
S620,wed,Painting,PublicSpeaking,ScienceClub,medium
S620,thu,FirstAid,DJing,Soccer,medium
S621,mon,PhysicsExperiments,CodingBootcamp,Art,medium
S621,tue,Origami,BiologyResearch,Dance,medium
S621,wed,CodingBootcamp,Astronomy,Dance,medium
S621,thu,Skating,Mindfulness,MathClub,medium
S622,mon,Zumba,Music,ScienceClub,medium
S622,tue,mediumDPrinting,CreativeWriting,SoundEngineering,medium
S622,wed,CostumeDesign,Cycling,SocialMediaMarketing,medium
S622,thu,TapDance,Zumba,RoboticsClub,medium
S623,mon,Soccer,Swimming,Football,medium
S623,tue,FilmProduction,Robotics,Hockey,medium
S623,wed,RoboticsClub,Animation,SpaceExploration,medium
S623,thu,FirstAid,Parkour,SocialMediaMarketing,medium
S624,mon,Animation,DramaClub,Chess,medium
S624,tue,Volleyball,Music,Entrepreneurship,medium
S624,wed,Origami,ChemistryLab,SocialMediaMarketing,medium
S624,thu,RoboticsClub,Dance,Breakdancing,medium
S625,mon,Animation,PuzzleSolving,Soccer,medium
S625,tue,FilmProduction,AIClub,BoardGames,medium
S625,wed,Storytelling,Hockey,DronePiloting,medium
S625,thu,MathClub,Entrepreneurship,DigitalMarketing,medium
S626,mon,AIClub,Hockey,LeadershipWorkshop,medium
S626,tue,Coding,WebDevelopment,CreativeWriting,medium
S626,wed,Skating,Mindfulness,BiologyResearch,medium
S626,thu,CreativeArts,LeadershipWorkshop,FilmProduction,medium
S627,mon,CyberSecurity,Music,BoardGames,medium
S627,tue,Pottery,AIClub,Swimming,medium
S627,wed,Art,Parkour,Music,medium
S627,thu,DronePiloting,Hockey,FilmProduction,medium
S628,mon,SpanishClub,CodingBootcamp,Music,medium
S628,tue,Poetry,FilmProduction,Storytelling,medium
S628,wed,CodingBootcamp,Chess,Photography,medium
S628,thu,Origami,TapDance,AIClub,medium
S629,mon,DigitalMarketing,WildlifeConservation,Pottery,medium
S629,tue,BiologyResearch,ChessClub,Music,medium
S629,wed,DataScience,SurvivalSkills,Astronomy,medium
S629,thu,Entrepreneurship,Cycling,DramaClub,medium
S630,mon,FilmProduction,Hockey,WildlifeConservation,medium
S630,tue,Chess,Cycling,SoundEngineering,medium
S630,wed,Coding,Entrepreneurship,Meditation,medium
S630,thu,Coding,Astronomy,CostumeDesign,medium
S631,mon,Dance,WildlifeConservation,Music,medium
S631,tue,BiologyResearch,LeadershipWorkshop,Parkour,medium
S631,wed,ChemistryLab,RoboticsClub,PuzzleSolving,medium
S631,thu,AppDesign,Photography,Robotics,medium
S632,mon,Chess,Coding,CodingBootcamp,medium
S632,tue,Hockey,Singing,BiologyResearch,medium
S632,wed,Skating,SelfDefense,SocialMediaMarketing,medium
S632,thu,Entrepreneurship,Art,Swimming,medium
S633,mon,PuzzleSolving,Volleyball,Mindfulness,medium
S633,tue,PuzzleSolving,ScienceClub,SpaceExploration,medium
S633,wed,Volleyball,TapDance,BiologyResearch,medium
S633,thu,AppDesign,SpanishClub,PhysicsExperiments,medium
S634,mon,Music,ClimateChange,Breakdancing,medium
S634,tue,ChemistryLab,LeadershipWorkshop,Skating,medium
S634,wed,TapDance,Soccer,Chess,medium
S634,thu,SelfDefense,SurvivalSkills,Storytelling,medium
S635,mon,AIClub,Breakdancing,Photography,medium
S635,tue,TapDance,Tennis,Astronomy,medium
S635,wed,SurvivalSkills,Poetry,ChemistryLab,medium
S635,thu,Music,Volleyball,DronePiloting,medium
S636,mon,Football,Swimming,Debate,medium
S636,tue,Skating,Zumba,SurvivalSkills,medium
S636,wed,Breakdancing,Soccer,Parkour,medium
S636,thu,Zumba,Astronomy,DronePiloting,medium
S637,mon,Debate,MathClub,CreativeArts,medium
S637,tue,DigitalMarketing,Music,ClimateChange,medium
S637,wed,DronePiloting,CodingBootcamp,DJing,medium
S637,thu,SurvivalSkills,Skating,PuzzleSolving,medium
S638,mon,ScienceClub,ChemistryLab,SocialMediaMarketing,medium
S638,tue,RoboticsClub,UXDesign,Mindfulness,medium
S638,wed,Football,Astronomy,BoardGames,medium
S638,thu,CreativeArts,mediumDPrinting,Weightlifting,medium
S639,mon,mediumDPrinting,Animation,Storytelling,medium
S639,tue,ChemistryLab,Painting,RoboticsClub,medium
S639,wed,SurvivalSkills,LeadershipWorkshop,SpanishClub,medium
S639,thu,DJing,Astronomy,ChessClub,medium
S640,mon,Dance,SelfDefense,Robotics,medium
S640,tue,Volleyball,DigitalMarketing,Dance,medium
S640,wed,CodingBootcamp,CostumeDesign,Volleyball,medium
S640,thu,BiologyResearch,SoundEngineering,MathClub,medium
S641,mon,BiologyResearch,Debate,Breakdancing,medium
S641,tue,CreativeWriting,CostumeDesign,DJing,medium
S641,wed,Chess,UXDesign,MathClub,medium
S641,thu,AIClub,AppDesign,DramaClub,medium
